..\iAlloy-dataset-master\real_version_set\student4\v11\student4.als; 52; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student4\v22\student4.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student5\v11\student5.als; 53; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student5\v22\student5.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student6\v11\student6.als; 56; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student6\v22\student6.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student7\v11\student7.als; 56; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student7\v22\student7.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student8\v11\student8.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student8\v22\student8.als; 54; 5; 3; 7
..\iAlloy-dataset-master\real_version_set\student9\v11\student9.als; 51; 5; 3; 6
..\iAlloy-dataset-master\real_version_set\student9\v22\student9.als; 54; 5; 3; 7
..\platinum-experiment-data\comparison\CSOS\CSOS.als; 231; 67; 8; 25
..\platinum-experiment-data\comparison\CSOS\CSOSD.als; 231; 67; 8; 25
..\platinum-experiment-data\comparison\CSOS\Declaration.als; 44; 17; 8; 1
..\platinum-experiment-data\comparison\CSOS\Declaration1.als; 39; 17; 8; 1
..\platinum-experiment-data\comparison\Decider\Decider.als; 150; 43; 8; 15
..\platinum-experiment-data\comparison\Decider\Decider11.als; 99; 43; 8; 15
..\platinum-experiment-data\comparison\Decider\Declaration.als; 44; 17; 8; 1
..\platinum-experiment-data\comparison\Ecommerce\Declaration.als; 44; 17; 8; 1
..\platinum-experiment-data\comparison\Ecommerce\Ecommerce.als; 224; 66; 8; 25
..\platinum-experiment-data\comparison\Ecommerce\Ecommerce3.als; 162; 65; 8; 24
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\0.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\1.als; 178; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\10.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\11.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\12.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\13.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\14.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\15.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\16.als; 176; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\17.als; 176; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\18.als; 176; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\19.als; 176; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\2.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\20.als; 176; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\21.als; 169; 66; 8; 24
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\22.als; 169; 66; 8; 24
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\23.als; 163; 65; 8; 23
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\24.als; 156; 64; 8; 22
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\25.als; 155; 64; 8; 22
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\26.als; 154; 63; 8; 22
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\27.als; 154; 63; 8; 22
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\28.als; 154; 63; 8; 22
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\29.als; 148; 62; 8; 21
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\3.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\4.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\5.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\6.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\7.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\8.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\9.als; 177; 67; 8; 25
..\platinum-experiment-data\evolved\CSOSMutants_Evolve\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\0.als; 98; 43; 8; 15
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\1.als; 98; 43; 8; 15
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\10.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\11.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\12.als; 90; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\13.als; 90; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\14.als; 90; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\15.als; 90; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\16.als; 90; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\17.als; 90; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\18.als; 90; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\19.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\2.als; 98; 43; 8; 15
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\20.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\21.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\22.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\23.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\24.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\25.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\26.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\27.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\28.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\29.als; 91; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\3.als; 98; 43; 8; 15
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\4.als; 98; 43; 8; 15
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\5.als; 92; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\6.als; 92; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\7.als; 92; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\8.als; 92; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\9.als; 92; 42; 8; 14
..\platinum-experiment-data\evolved\DeciderMutants_Evolve\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\0.als; 168; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\1.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\10.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\11.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\12.als; 160; 64; 8; 24
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\13.als; 154; 63; 8; 23
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\14.als; 148; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\15.als; 147; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\16.als; 147; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\17.als; 147; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\18.als; 146; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\19.als; 146; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\2.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\20.als; 146; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\21.als; 146; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\22.als; 146; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\23.als; 146; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\24.als; 146; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\25.als; 140; 61; 8; 21
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\26.als; 146; 62; 8; 22
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\27.als; 140; 61; 8; 21
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\28.als; 140; 61; 8; 21
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\29.als; 140; 61; 8; 21
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\3.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\4.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\5.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\6.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\7.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\8.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\9.als; 167; 66; 8; 25
..\platinum-experiment-data\evolved\EcommerceMutants_Evolve\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\0.als; 128; 49; 8; 19
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\1.als; 128; 49; 8; 19
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\10.als; 119; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\11.als; 119; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\12.als; 119; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\13.als; 119; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\14.als; 119; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\15.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\16.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\17.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\18.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\19.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\2.als; 128; 49; 8; 19
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\20.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\21.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\22.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\23.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\24.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\25.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\26.als; 118; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\27.als; 117; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\28.als; 115; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\29.als; 115; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\3.als; 122; 48; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\4.als; 122; 48; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\5.als; 121; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\6.als; 121; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\7.als; 119; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\8.als; 119; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\9.als; 119; 47; 8; 18
..\platinum-experiment-data\evolved\WordpressMutants_Evolve\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\paired\CSOSMutants\0.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\1.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\10.als; 177; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\11.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\12.als; 170; 66; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\13.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\14.als; 177; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\15.als; 178; 66; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\16.als; 177; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\17.als; 170; 65; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\18.als; 170; 66; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\19.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\2.als; 171; 66; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\20.als; 177; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\21.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\22.als; 177; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\23.als; 177; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\24.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\25.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\26.als; 177; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\27.als; 169; 66; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\28.als; 170; 66; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\29.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\3.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\4.als; 170; 66; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\5.als; 171; 66; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\6.als; 170; 66; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\7.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\8.als; 168; 66; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\9.als; 171; 66; 8; 24
..\platinum-experiment-data\paired\CSOSMutants\CSOS.als; 178; 67; 8; 25
..\platinum-experiment-data\paired\CSOSMutants\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\paired\DeciderMutants\0.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\1.als; 92; 42; 8; 14
..\platinum-experiment-data\paired\DeciderMutants\10.als; 98; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\11.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\12.als; 98; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\13.als; 100; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\14.als; 97; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\15.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\16.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\17.als; 98; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\18.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\19.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\2.als; 89; 42; 8; 14
..\platinum-experiment-data\paired\DeciderMutants\20.als; 98; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\21.als; 97; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\22.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\23.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\24.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\25.als; 97; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\26.als; 93; 42; 8; 14
..\platinum-experiment-data\paired\DeciderMutants\27.als; 98; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\28.als; 97; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\29.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\3.als; 92; 42; 8; 14
..\platinum-experiment-data\paired\DeciderMutants\4.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\5.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\6.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\7.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\8.als; 91; 42; 8; 14
..\platinum-experiment-data\paired\DeciderMutants\9.als; 99; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\Decider.als; 147; 43; 8; 15
..\platinum-experiment-data\paired\DeciderMutants\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\paired\EcommerceMutants\0.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\1.als; 162; 65; 8; 24
..\platinum-experiment-data\paired\EcommerceMutants\10.als; 167; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\11.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\12.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\13.als; 167; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\14.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\15.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\16.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\17.als; 156; 64; 8; 23
..\platinum-experiment-data\paired\EcommerceMutants\18.als; 162; 65; 8; 24
..\platinum-experiment-data\paired\EcommerceMutants\19.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\2.als; 161; 65; 8; 24
..\platinum-experiment-data\paired\EcommerceMutants\20.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\21.als; 167; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\22.als; 160; 65; 8; 24
..\platinum-experiment-data\paired\EcommerceMutants\23.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\24.als; 167; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\25.als; 167; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\26.als; 167; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\27.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\28.als; 162; 65; 8; 24
..\platinum-experiment-data\paired\EcommerceMutants\29.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\3.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\4.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\5.als; 166; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\6.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\7.als; 161; 65; 8; 24
..\platinum-experiment-data\paired\EcommerceMutants\8.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\9.als; 168; 66; 8; 25
..\platinum-experiment-data\paired\EcommerceMutants\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\paired\EcommerceMutants\Ecommerce.als; 224; 66; 8; 25
..\platinum-experiment-data\paired\WordpressMutants\0.als; 125; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\1.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\10.als; 127; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\11.als; 121; 48; 8; 18
..\platinum-experiment-data\paired\WordpressMutants\12.als; 125; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\13.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\14.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\15.als; 126; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\16.als; 129; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\17.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\18.als; 121; 48; 8; 18
..\platinum-experiment-data\paired\WordpressMutants\19.als; 127; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\2.als; 127; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\20.als; 127; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\21.als; 122; 48; 8; 18
..\platinum-experiment-data\paired\WordpressMutants\22.als; 127; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\23.als; 126; 48; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\24.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\25.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\26.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\27.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\28.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\29.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\3.als; 122; 48; 8; 18
..\platinum-experiment-data\paired\WordpressMutants\4.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\5.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\6.als; 121; 48; 8; 18
..\platinum-experiment-data\paired\WordpressMutants\7.als; 126; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\8.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\9.als; 128; 49; 8; 19
..\platinum-experiment-data\paired\WordpressMutants\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\paired\WordpressMutants\Wordpress.als; 160; 49; 8; 19
..\platinum-experiment-data\scope\CSOSScope\CSOS51.als; 178; 67; 8; 25
..\platinum-experiment-data\scope\CSOSScope\CSOS52.als; 178; 67; 8; 25
..\platinum-experiment-data\scope\CSOSScope\CSOS53.als; 178; 67; 8; 25
..\platinum-experiment-data\scope\CSOSScope\CSOS54.als; 178; 67; 8; 25
..\platinum-experiment-data\scope\CSOSScope\CSOS55.als; 178; 67; 8; 25
..\platinum-experiment-data\scope\CSOSScope\CSOS56.als; 178; 67; 8; 25
..\platinum-experiment-data\scope\CSOSScope\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\scope\DeciderScope\Decider50.als; 99; 43; 8; 15
..\platinum-experiment-data\scope\DeciderScope\Decider51.als; 99; 43; 8; 15
..\platinum-experiment-data\scope\DeciderScope\Decider52.als; 99; 43; 8; 15
..\platinum-experiment-data\scope\DeciderScope\Decider53.als; 99; 43; 8; 15
..\platinum-experiment-data\scope\DeciderScope\Decider54.als; 99; 43; 8; 15
..\platinum-experiment-data\scope\DeciderScope\Decider55.als; 99; 43; 8; 15
..\platinum-experiment-data\scope\DeciderScope\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\scope\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\scope\EcommerceScope\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\scope\EcommerceScope\Ecommerce50.als; 224; 66; 8; 25
..\platinum-experiment-data\scope\EcommerceScope\Ecommerce51.als; 224; 66; 8; 25
..\platinum-experiment-data\scope\EcommerceScope\Ecommerce52.als; 224; 66; 8; 25
..\platinum-experiment-data\scope\EcommerceScope\Ecommerce53.als; 224; 66; 8; 25
..\platinum-experiment-data\scope\EcommerceScope\Ecommerce54.als; 224; 66; 8; 25
..\platinum-experiment-data\scope\EcommerceScope\Ecommerce55.als; 224; 66; 8; 25
..\platinum-experiment-data\scope\WordpressScope\Declaration.als; 41; 17; 8; 1
..\platinum-experiment-data\scope\WordpressScope\Wordpress32.als; 160; 49; 8; 19
..\platinum-experiment-data\scope\WordpressScope\Wordpress33.als; 160; 49; 8; 19
..\platinum-experiment-data\scope\WordpressScope\Wordpress34.als; 160; 49; 8; 19
..\platinum-experiment-data\scope\WordpressScope\Wordpress35.als; 160; 49; 8; 19
..\platinum-experiment-data\scope\WordpressScope\Wordpress36.als; 160; 49; 8; 19
..\platinum-experiment-data\scope\WordpressScope\Wordpress37.als; 160; 49; 8; 19
